,_healpix_29,amplitude_g,amplitude_r,amplitude_i,amplitude_z,inter_percentile_range_25_g,inter_percentile_range_25_r,inter_percentile_range_25_i,inter_percentile_range_25_z,anderson_darling_normal_g,anderson_darling_normal_r,anderson_darling_normal_i,anderson_darling_normal_z,beyond_1_std_g,beyond_1_std_r,beyond_1_std_i,beyond_1_std_z,chi2_pvar_g,chi2_pvar_r,chi2_pvar_i,chi2_pvar_z,cusum_g,cusum_r,cusum_i,cusum_z,eta_g,eta_r,eta_i,eta_z,eta_e_g,eta_e_r,eta_e_i,eta_e_z,excess_variance_g,excess_variance_r,excess_variance_i,excess_variance_z,kurtosis_g,kurtosis_r,kurtosis_i,kurtosis_z,lafler_kinman_string_length_g,lafler_kinman_string_length_r,lafler_kinman_string_length_i,lafler_kinman_string_length_z,maximum_slope_g,maximum_slope_r,maximum_slope_i,maximum_slope_z,mean_g,mean_r,mean_i,mean_z,mean_variance_g,mean_variance_r,mean_variance_i,mean_variance_z,median_g,median_r,median_i,median_z,median_absolute_deviation_g,median_absolute_deviation_r,median_absolute_deviation_i,median_absolute_deviation_z,median_buffer_range_percentage_10_g,median_buffer_range_percentage_10_r,median_buffer_range_percentage_10_i,median_buffer_range_percentage_10_z,otsu_mean_diff_g,otsu_std_lower_g,otsu_std_upper_g,otsu_lower_to_all_ratio_g,otsu_mean_diff_r,otsu_std_lower_r,otsu_std_upper_r,otsu_lower_to_all_ratio_r,otsu_mean_diff_i,otsu_std_lower_i,otsu_std_upper_i,otsu_lower_to_all_ratio_i,otsu_mean_diff_z,otsu_std_lower_z,otsu_std_upper_z,otsu_lower_to_all_ratio_z,percent_amplitude_g,percent_amplitude_r,percent_amplitude_i,percent_amplitude_z,percent_difference_magnitude_percentile_5_g,percent_difference_magnitude_percentile_5_r,percent_difference_magnitude_percentile_5_i,percent_difference_magnitude_percentile_5_z,chi2_g,chi2_r,chi2_i,chi2_z,roms_g,roms_r,roms_i,roms_z,skew_g,skew_r,skew_i,skew_z,standard_deviation_g,standard_deviation_r,standard_deviation_i,standard_deviation_z,stetson_K_g,stetson_K_r,stetson_K_i,stetson_K_z,weighted_mean_g,weighted_mean_r,weighted_mean_i,weighted_mean_z
135,2528737047814809026,1.2633781,1.6488075,1.3889208,1.358594,1.1311226,1.4097939,0.80713654,0.95448303,0.40010777,0.8590367,0.5476036,0.37471765,0.33333334,0.27586207,0.3478261,0.375,0.0,0.0,0.0,1.0183868e-07,0.39110744,0.26733336,0.2873526,0.21091126,0.4768051,1.032455,0.97287446,1.6929729,7.433488e+07,2.711587e+07,8.241342e+06,9.874562e+07,-5.1984865e-05,-0.00014891615,0.00023771502,-0.0006105496,-0.6264312,-0.843899,-0.34472775,-0.6157336,0.26732233,0.6124339,0.4901252,0.96552557,4664.3203,2324.1992,2604.0586,2254.086,24.31277,24.162525,23.826477,23.61258,0.026877869,0.035545416,0.02806826,0.031088216,24.189941,23.830801,23.862913,23.612831,0.42978477,0.40189552,0.40722275,0.53726864,0.21212122,0.10344828,0.2173913,0.20833333,1.1244602,0.33182877,0.36638415,0.6060606,1.5368595,0.40634444,0.41484317,0.62068963,1.0701256,0.44496968,0.39645994,0.39130434,1.3727074,0.4507381,0.30351064,0.75,1.5378857,2.0072594,1.449522,1.4624081,0.091117,0.110085934,0.09901312,0.096365936,5.0523205,11.527831,12.480335,3.341452,1.8683045,2.3634436,3.6463864,1.6511327,0.35312974,0.33322778,-0.29010794,0.37072,0.65347546,0.858867,0.66876775,0.734073,0.7947207,0.7677897,0.87553734,0.78465617,23.931543,23.09127,22.912004,22.83725
136,2528737048201889504,4.1862373,2.8930173,4.792878,2.369772,2.30373,1.8151836,1.212553,1.8333206,1.2701763,0.74262756,5.2604837,0.309465,0.29787233,0.33333334,0.11111111,0.38333333,0.0,0.0,0.0,0.0,0.30340207,0.28478095,0.27511814,0.31788632,1.0517318,0.52019274,1.2324834,0.71335924,5.3651064e+07,6.06291e+06,2.4080288e+07,9.675564e+06,0.008943563,0.0071705,0.005126767,0.0044392827,1.3315761,0.3663113,14.542267,-0.7450185,0.58297104,0.3123777,0.7628487,0.38535458,15168.727,2807.2988,18568.99,4503.2656,17.218494,17.069302,18.037596,17.00895,0.09458679,0.08467888,0.0716138,0.06662811,16.772455,17.168728,18.078705,16.95811,0.9417114,0.9075918,0.5247307,0.8651724,0.34042552,0.26190478,0.45679012,0.18333334,2.8493595,0.7136739,1.093881,0.63829786,2.529623,1.0762714,0.85868657,0.26190478,6.5722427,0.7906148,0.6900889,0.97530866,1.9074726,0.6844586,0.55103254,0.6,5.878195,3.7344255,6.856823,2.4187336,0.27072874,0.30265406,0.12909138,0.20752397,1.0176706e+06,1.9945735e+06,309561.3,454869.06,864.4661,1072.9451,378.81378,626.4023,0.84727615,-0.69506466,2.7965894,0.0064351205,1.6286421,1.4454094,1.2917408,1.1332742,0.8242695,0.8606745,0.73829377,0.8571009,15.965218,15.386875,17.151546,15.898859
137,2528737048220982602,3.57312,3.0153246,4.5545363,2.9509277,2.2604809,1.6735306,1.091301,1.8676052,0.8509424,0.86758393,4.1579113,0.23246105,0.33333334,0.35714287,0.12345679,0.33333334,0.0,0.0,0.0,0.0,0.31130514,0.28877726,0.28409973,0.31829837,0.84990424,0.4850759,1.1435909,0.90391165,4.6404388e+07,7.6745655e+06,2.2116928e+07,1.4257397e+07,0.008544413,0.0074911495,0.004516118,0.005166389,-0.18897057,0.65015244,12.914438,-0.21337795,0.48401874,0.28962013,0.7151499,0.46961716,14630.586,3567.879,17642.527,8946.021,17.132608,16.973568,17.897087,16.936035,0.0924367,0.086551495,0.06720394,0.071878806,16.77764,17.041061,17.942974,16.941935,0.97489834,0.8367653,0.5393448,0.93918896,0.27083334,0.21428572,0.44444445,0.2,2.7740993,0.8220452,0.8297874,0.625,2.449542,1.169739,0.80640084,0.30952382,5.81896,0.78674847,1.183702,0.97530866,1.9699297,0.65177673,0.76348376,0.5,4.1954536,4.0082436,6.4664,3.3878002,0.28254697,0.30375415,0.13707343,0.213931,1.5316234e+06,2.6832672e+06,341829.88,534416.5,1039.125,1215.5243,405.0456,730.27045,0.26703176,-0.82877785,2.4230375,0.22895558,1.5836818,1.4690877,1.2027547,1.217342,0.8062875,0.8597208,0.7609665,0.8650903,15.781171,15.109277,17.047356,15.753932
138,2528737048295687703,2.7820148,2.7361321,4.289697,2.5115795,2.204008,1.6641808,1.2321053,1.8097,1.3915592,0.6884957,3.2002604,0.31558612,0.29166666,0.33333334,0.12345679,0.37288135,0.0,0.0,0.0,0.0,0.32044113,0.28716055,0.30395377,0.32862666,1.104123,0.51930887,1.0599039,0.5816332,7.149912e+07,7.8600055e+06,2.0681176e+07,6.889843e+06,0.0064753797,0.006385473,0.0045828787,0.0047965394,-0.7721369,0.24597502,9.310661,-0.71724725,0.62936586,0.31357524,0.62776035,0.31826133,16570.422,2869.5762,16259.371,4013.7148,17.357508,17.210228,18.17659,17.114584,0.08046988,0.07990926,0.06770465,0.069257244,16.838974,17.356281,18.302603,17.067509,0.86311626,0.83549786,0.50751114,0.899292,0.29166666,0.26190478,0.44444445,0.20338982,2.5498714,0.6371813,0.6312408,0.625,2.3342009,0.9933345,0.774533,0.30952382,5.6979904,0.85981125,0.4043791,0.97530866,2.0024204,0.70307827,0.5998019,0.6101695,3.4061375,3.6450377,5.717228,2.5507317,0.25037435,0.2803656,0.15377213,0.21096255,672376.9,1.4995054e+06,278237.8,408621.75,677.0236,956.5647,393.80063,612.71606,0.30751413,-0.66511834,1.9114587,0.084380075,1.3967565,1.3752565,1.2306396,1.1853089,0.818958,0.8511942,0.7670234,0.8631883,16.240364,15.628761,17.223833,15.94592
139,2528737048315451357,2.1534061,2.3112526,2.1693316,2.7916975,1.9802246,2.4114456,1.4853954,2.0989017,1.4901657,0.8586772,2.7699044,0.45578548,0.31914893,0.42857143,0.29113925,0.37288135,0.0,0.0,0.0,0.0,0.3098251,0.22977208,0.40018284,0.33346424,0.82140434,0.6456104,0.29218227,0.55238044,3.1800752e+07,7.511356e+06,4.693921e+06,7.662794e+06,0.0038309498,0.0048451936,0.0023377757,0.0049307803,-0.89650345,-0.976001,1.2730341,-0.8546517,0.5200954,0.4138943,0.23683414,0.30753618,8519.965,2849.7031,5328.8164,5093.5156,19.617588,19.103725,19.957401,19.03242,0.061897974,0.06960937,0.048354585,0.07022339,19.110384,18.993622,20.235338,18.843597,0.7057915,1.0747604,0.5653076,1.0939465,0.27659574,0.16666667,0.29113925,0.118644066,2.2432518,0.5098368,0.5960503,0.63829786,2.4840755,0.7680423,0.47721353,0.71428573,1.7378731,0.7321643,0.35510495,0.32911393,2.2744331,0.70336396,0.68078816,0.5084746,2.7907467,2.431614,3.3842087,2.8014946,0.20576145,0.21880257,0.13664863,0.21269345,22839.646,51738.438,45638.152,41680.633,130.14455,217.5654,144.64305,195.69284,0.48434392,0.3000839,-1.1895964,-0.04478034,1.214289,1.3297982,0.96503186,1.336521,0.8585241,0.839414,0.78746694,0.829373,18.803879,18.038618,18.449762,17.31391
140,2528737052789594354,1.793891,1.4181862,1.5972948,0.9990406,1.0780144,1.328537,1.4592266,0.76664543,0.38303483,0.41769174,0.35522023,0.24614052,0.23809524,0.47058824,0.41666666,0.3,0.0043072617,0.5827995,2.7383055e-06,0.89424664,0.36276373,0.23015143,0.33260348,0.34883234,1.081468,1.3158602,0.63914925,1.0133018,6.2899155e+08,7.789823e+07,5.3692292e+07,8.086448e+07,-0.000108548404,-0.0007651647,0.00021416256,-0.0010774788,0.643559,-0.70236874,-0.95577025,-0.46600413,0.6088891,0.7410248,0.41977552,0.5264841,9465.602,1877.5156,2072.0352,1498.6641,24.842112,24.624973,23.917328,23.596659,0.031879842,0.031794094,0.036738463,0.024443386,24.73184,24.844515,23.769363,23.565857,0.4803295,0.65236473,0.6474943,0.3750744,0.14285715,0.1764706,0.125,0.15,1.3029003,0.4754788,0.45106596,0.61904764,1.3921795,0.3366321,0.41429618,0.3529412,1.4932022,0.4184211,0.48704708,0.5416667,0.9384613,0.3277513,0.36091796,0.6,1.9096985,1.7647991,1.8559303,1.1103802,0.10691471,0.1000793,0.11304196,0.08231903,2.025357,0.8883543,2.94357,0.62072927,1.2712413,0.7301976,1.5922289,0.6840304,0.11620755,-0.28361765,0.2030842,0.30263865,0.79196256,0.7829287,0.8786859,0.5767822,0.79354066,0.78846735,0.81722975,0.8145333,24.420252,24.621342,23.287697,23.278334
142,2528737060758035504,1.0178566,1.5182972,0.5936041,0.70176697,0.6036644,1.218277,0.45449638,1.019289,0.27118656,0.4846464,0.42402658,0.5659627,0.2413793,0.33333334,0.42857143,0.5,0.9638647,0.00034333827,0.9999471,0.9188446,0.27832684,0.23771678,0.32463416,0.38450727,1.8954415,1.9808617,1.5949589,1.000701,1.2575506e+08,8.818671e+06,5.0531184e+08,2.6424336e+07,-0.0012730315,-0.0007952059,-0.002309391,-0.0024011321,0.19636106,-0.10564613,-0.8456104,-1.7786932,0.9478642,1.0246648,0.7997828,0.66682076,2266.7734,408.88672,1833.9375,731.20703,25.008062,24.594505,25.087793,23.787668,0.018717116,0.03789603,0.01608924,0.022128526,24.937857,24.70904,25.044481,23.753231,0.2640972,0.5478878,0.23176765,0.4996376,0.2413793,0.0,0.2857143,0.0,0.74516296,0.2849933,0.29063475,0.5862069,1.5557213,0.6278244,0.25454092,0.5,0.6879997,0.21774676,0.2330751,0.64285713,0.93730164,0.16203244,0.23708212,0.5,1.0276966,2.0482635,0.6841755,0.7819557,0.063728355,0.119062856,0.047203686,0.05836014,0.5760487,3.1034744,0.119473346,0.4766101,0.57017744,1.3601407,0.3004255,0.62785906,0.053095516,-0.686433,0.35844436,0.15199068,0.4680788,0.93203413,0.40364355,0.526386,0.73266125,0.7564335,0.8376234,0.8437259,24.876411,23.941608,24.946495,23.654968
143,2528737060766228679,1.3774538,1.1464806,1.0404787,1.0168152,0.66153145,1.0754757,0.6997013,0.88581467,0.4786145,0.52622896,0.35895216,0.43503317,0.2820513,0.26923078,0.35135135,0.375,1.5604629e-11,0.0023831027,0.46555832,0.92783207,0.15457626,0.19535378,0.28842315,0.2528858,1.2179646,1.3965927,1.103922,1.1007082,8.072717e+07,2.0621382e+08,2.6022328e+07,6.812084e+07,-0.00024668797,-0.0007449161,-0.00053708616,-0.0010190083,0.96675277,-0.5444417,-0.42783618,-0.7474377,0.89736044,0.7045737,0.5550671,0.63002104,3994.7734,4200.133,5926.758,2256.6133,24.634205,24.549564,24.465937,23.78107,0.023888038,0.027223444,0.019964805,0.02343543,24.674803,24.678146,24.53769,23.727816,0.34959793,0.37783718,0.3564911,0.46896267,0.20512821,0.15384616,0.1891892,0.125,0.8993263,0.46818376,0.30045843,0.43589744,1.1737347,0.4143243,0.32462895,0.34615386,0.8061371,0.30234286,0.26042295,0.43243244,0.996809,0.3136385,0.28515303,0.6875,1.7051067,1.448225,1.1509953,1.2400436,0.08042891,0.089798816,0.0628309,0.07092075,3.344427,1.9842099,1.0051821,0.6566893,1.2313318,1.1234037,0.8152558,0.666974,-0.7916138,-0.5785528,-0.2768682,0.42666095,0.5884628,0.6683237,0.48845765,0.55731964,0.6704351,0.8098701,0.79276603,0.81004393,24.437227,24.289139,24.218105,23.659977
144,2528737061384253289,0.85851,0.9524803,0.767107,1.0204086,0.50626945,0.8427105,0.27430534,0.5070629,0.22964004,0.43086898,0.62958014,0.7717769,0.29787233,0.3409091,0.26666668,0.25862068,0.0,0.0,7.038955e-10,5.017961e-07,0.19105504,0.20557424,0.23705976,0.18787056,1.8380563,1.3874937,1.3128073,1.5477543,7.719028e+07,1.0032092e+08,2.074857e+07,4.372729e+07,6.5232416e-05,-0.00015622715,4.1941148e-05,6.0513263e-05,0.14333749,-0.795141,1.3520443,0.7256088,0.9196478,0.6961402,0.65940684,0.7750427,2437.2812,4354.5312,2267.1406,2733.336,23.90182,23.396162,23.180515,22.984436,0.015285497,0.021490967,0.010909348,0.018749924,23.872004,23.321308,23.206703,22.876892,0.24324417,0.37493134,0.13982964,0.24457836,0.10638298,0.18181819,0.32222223,0.22413793,0.5886116,0.1857007,0.24476379,0.5319149,0.84557915,0.26591784,0.28432137,0.5681818,0.40289497,0.1818346,0.1554108,0.34444445,0.8011265,0.24794143,0.29436183,0.7586207,1.0566425,1.0284519,0.87314415,1.348196,0.047272068,0.068510786,0.03396278,0.0597313,3.8993719,4.837024,2.189113,2.1968164,1.5044991,1.7358987,1.124689,1.1204985,0.43112996,0.19549842,-0.41514444,0.78146636,0.36535117,0.5028061,0.2528843,0.43095642,0.7500143,0.7732172,0.7703542,0.75297165,23.854036,23.294157,23.160439,22.887674
147,2528737071643078872,1.5833988,1.3718204,2.8857956,1.4616909,1.3640594,0.8695221,0.9179802,0.89471626,0.79024196,0.7019004,1.1589489,0.20880646,0.39285713,0.4,0.23214285,0.3611111,8.9595e-14,0.002816499,0.0,0.39355645,0.35925537,0.23130399,0.31331897,0.33265615,0.9612546,1.2028722,0.82474685,1.0010946,2.1861429e+08,4.030941e+07,1.0119352e+07,3.9392896e+07,0.0007048666,2.2576103e-05,-0.00014558512,-0.00029619006,-0.98918295,-0.478513,4.4483786,-0.16423321,0.48440024,0.68996555,0.5176347,0.60447913,9669.344,2140.5117,3245.5156,2287.961,24.62183,24.072048,24.524883,23.685654,0.039396334,0.031415384,0.03954933,0.02822069,24.637821,23.933735,24.59658,23.606335,0.8097105,0.3796959,0.45943928,0.45762062,0.071428575,0.3,0.30357143,0.16666667,1.659872,0.2505813,0.62470436,0.4642857,1.4179764,0.43062118,0.35751918,0.73333335,1.48246,0.5516663,0.7202708,0.3392857,1.0841103,0.35657346,0.43011582,0.5555556,1.9067364,1.6081448,3.986065,1.7291698,0.11819137,0.11144159,0.112474464,0.0894102,4.4622693,1.8800492,4.6016493,1.0462502,3.0667224,1.0863295,2.0744953,0.8739597,0.43901613,0.40440992,0.88626695,0.35081646,0.97000986,0.7562327,0.9699427,0.6684255,0.82965493,0.77838314,0.882663,0.8328519,23.737452,23.923923,23.337248,23.445189
148,2528737072220129182,1.2866535,1.2522287,1.3919725,1.207159,0.7275429,1.3679047,1.6125355,0.63977623,0.3691766,0.41593736,0.7276717,0.6340349,0.3125,0.375,0.44,0.33333334,0.52847254,0.12400087,0.002121082,0.83905643,0.32028326,0.39848286,0.43446755,0.24183038,1.4614092,0.8345284,0.46059358,1.1536138,1.05293096e+08,2.5297123e+08,4.743171e+07,6.6734976e+07,-0.0007776394,-0.00023447863,-0.00049556897,-0.001059554,-0.14071012,-1.0911391,-1.3331351,-0.23210287,0.7632739,0.43324807,0.3649214,0.72675955,1831.9453,3739.5156,2019.5898,1713.2656,25.289658,24.380703,24.352333,23.842518,0.029223211,0.03142536,0.03727258,0.0283665,25.28748,24.2443,24.179184,23.651924,0.39409828,0.5574169,0.68662834,0.3532257,0.1875,0.125,0.08,0.2777778,1.4702072,0.4870472,0.19692819,0.8125,1.3065948,0.35060468,0.42813975,0.5625,1.6083546,0.421484,0.39100736,0.56,1.3691635,0.366756,0.25521493,0.7777778,1.3321228,1.3946247,1.5864258,1.5396652,0.09912255,0.095677555,0.11221473,0.0948734,0.9307478,1.4278585,2.0253189,0.66630733,0.83161294,0.9422337,1.3057466,0.6286628,0.34280276,0.26715535,0.10302911,0.6878619,0.739045,0.76617235,0.90767425,0.6763288,0.8066752,0.7611558,0.8100988,0.74828434,24.844746,24.25548,23.758223,23.564644
149,2528737078837028033,1.6088943,0.37355328,3.4068222,0.40983486,0.28158188,0.2983532,0.21113396,0.26062393,5.8930326,0.96133137,19.73908,2.287254,0.04347826,0.36734694,0.011764706,0.22413793,0.0,0.0,0.0,0.0,0.23114194,0.20380192,0.12551486,0.26496676,1.6720892,0.6301901,1.0401293,0.5158707,1.6547794e+08,1.6107403e+07,1.8801078e+07,5.1503285e+06,0.00033661223,8.137191e-05,0.0012707049,0.000114756906,28.84824,-0.84002423,77.41216,0.45912623,0.83704394,0.36073267,0.9764261,0.2981555,9906.07,828.8594,13783.094,636.3047,22.654722,21.403578,20.33004,19.66826,0.0203407,0.009406173,0.035681803,0.010749636,22.533287,21.351513,20.246899,19.58339,0.08298874,0.12927818,0.10612106,0.11094093,0.6304348,0.20408164,0.9647059,0.22413793,2.8054123,0.20540628,0.0,0.9782609,0.3623314,0.09492621,0.10295097,0.63265306,6.5389423,0.15319903,0.0,0.9882353,0.36505127,0.074704275,0.16759895,0.63793105,2.865858,0.4450779,6.5451546,0.6468792,0.03065787,0.030581074,0.027069753,0.036325585,12.45114,29.49224,152.70975,232.6778,2.2940266,4.847571,9.975964,11.873187,4.877582,0.40998968,8.606187,1.0906659,0.4608129,0.20132574,0.7254125,0.21142665,0.7197875,0.84641314,0.8052751,0.79138696,22.600414,21.474813,20.271334,19.725935
150,2528737083792224156,0.9352665,0.37502193,4.097625,0.3163929,0.09423447,0.09765625,0.04452896,0.07769585,4.5830646,1.4712903,33.000214,4.362322,0.08163265,0.21428572,0.010869565,0.12068965,5.9945404e-07,0.00012996286,0.0,6.9515075e-08,0.13644262,0.12067362,0.10490748,0.19663396,2.4395115,2.5254555,0.95451033,1.750311,3.329901e+07,2.1866384e+08,1.4766345e+07,5.7139344e+07,6.3845604e-05,1.6188736e-05,0.0015953422,1.8314391e-05,20.552526,4.5097194,91.52624,12.958658,1.2201179,1.2629887,0.9816286,0.8993728,1604.5547,1536.0898,16137.191,1174.3555,22.758303,21.628958,21.145792,20.813135,0.010292593,0.005619013,0.040069688,0.004999609,22.74992,21.619343,21.05663,20.80413,0.046970367,0.04632759,0.022325516,0.03804207,0.63265306,0.3809524,0.98913044,0.36206895,1.3319931,0.13805114,0.0,0.97959185,0.34162712,0.08152078,0.11816946,0.9285714,8.116922,0.042554542,0.0,0.98913044,0.48320198,0.05491997,0.02087112,0.9655172,1.3131924,0.45600128,8.117861,0.49030304,0.018899838,0.018070515,0.0062013245,0.010112441,2.3203661,2.0126321,3.6654112,2.3157933,1.0482863,1.1693673,1.1709325,1.2073395,3.4253757,1.1865534,9.555266,3.1378734,0.23424196,0.1215334,0.8473053,0.10405754,0.68875295,0.816991,0.6085951,0.776461,22.735115,21.624199,21.055958,20.811087
152,2528737096173108128,2.0212975,2.1886969,2.6891708,2.2551785,1.1267757,2.2829018,1.3725967,1.7431889,2.5817394,1.5598418,0.5503329,1.078171,0.22916667,0.40425533,0.29885057,0.31034482,0.0,0.0,0.0,0.0,0.30670446,0.19506525,0.38699168,0.33341855,0.8293671,0.571665,0.6665589,0.60994864,5.2488076e+07,1.3320487e+07,1.1218699e+07,5.3027885e+06,0.001747283,0.0035451567,0.0019674776,0.0034376404,0.97895765,-0.89176893,0.14919138,-0.59266996,0.47978008,0.35639644,0.3562688,0.34498554,11772.234,5507.4375,11014.844,4566.5625,23.051231,22.264482,21.70087,20.6075,0.044150677,0.060175586,0.044460896,0.058717377,22.666027,21.946873,21.81895,20.354828,0.4498577,0.8708782,0.6793499,0.9588671,0.3125,0.19148937,0.16091955,0.13793103,2.3298855,0.5037281,0.60899025,0.8333333,2.5863018,0.622307,0.5835446,0.70212764,1.5962086,0.55262434,0.5585861,0.41379312,2.1116867,0.5116188,0.72477233,0.5862069,3.2066631,2.9415112,2.801302,2.9015827,0.15002543,0.18946598,0.14858699,0.19767411,31.64749,203.37285,694.13135,733.9866,4.793785,11.144246,25.696075,29.666185,1.2990645,0.5880718,-0.08566877,0.5401361,1.0177275,1.3397783,0.9648402,1.2100184,0.82253,0.78005594,0.83306235,0.87222564,22.502172,21.489487,20.874533,19.648615
153,2528737101936994232,2.1939697,2.232232,1.8596907,2.378892,1.8950901,2.6601772,1.282032,1.8518028,2.2206035,2.4564016,0.5739006,1.573874,0.29166666,0.41666666,0.3255814,0.31034482,0.0,0.0,0.0,0.0,0.32372317,0.22344355,0.4060097,0.31894836,1.1228753,0.5424192,0.3035299,0.61992127,6.0132756e+07,4.0548465e+06,3.800973e+06,4.0412508e+06,0.0023615807,0.0039649457,0.0016706419,0.0039967583,-0.3587501,-1.0594056,-0.4914713,-0.3035741,0.62818456,0.36173058,0.23854561,0.35596478,9684.3125,2405.129,3839.1875,4203.25,22.924871,22.14202,21.56526,20.375608,0.05066981,0.063475214,0.040955856,0.06329189,22.473736,21.54236,21.748644,20.178078,0.65868473,0.7541523,0.6762438,0.9226656,0.25,0.1875,0.15116279,0.0862069,2.1562462,0.38326934,0.70553505,0.6458333,2.7614002,0.5623239,0.54025346,0.6875,1.4933624,0.5325517,0.43499893,0.43023255,2.2421227,0.5455394,0.8655811,0.62068963,3.5131607,3.378971,2.4120922,3.1737614,0.15496902,0.19354333,0.13676603,0.20804974,71.36584,216.56581,803.1708,965.5737,8.229843,11.698627,27.225348,39.282894,0.84794366,0.6463686,-0.3734586,0.75168014,1.1615989,1.4054694,0.8832237,1.2896107,0.8392685,0.7628167,0.82364386,0.8698933,22.105577,21.326315,20.792551,19.412004
154,2528737101950375265,1.9366608,0.14333057,2.3875885,0.07324028,0.03791237,0.0341053,0.018066406,0.027524948,16.23514,3.4427166,32.298965,1.1257478,0.06122449,0.14583333,0.011494253,0.20689656,0.0,0.0,0.0,0.0,0.18137592,0.16907562,0.10592394,0.21931702,2.0349941,1.9000969,1.0172251,1.3401029,1.4201264e+08,2.6542038e+08,1.7626414e+07,4.69867e+07,0.001140743,4.672462e-06,0.00077000476,1.8724465e-06,19.442305,19.411793,86.82803,4.54557,1.0177957,0.9522701,1.0111005,0.6904784,11258.367,1132.9141,9733.691,249.39453,20.754622,19.357632,18.32116,17.785404,0.033859976,0.0022294093,0.027750453,0.0013869843,20.584421,19.355179,18.264101,17.78264,0.017381668,0.016180038,0.0077610016,0.014183998,0.93877554,0.4375,0.9885057,0.29310346,2.7306461,0.031441648,1.1534716,0.93877554,0.24238777,0.025540885,0.0,0.9791667,4.7399635,0.015809579,0.0,0.9885057,0.043956757,0.012844228,0.023319418,0.7586207,3.8324337,0.23978996,4.7425423,0.10753441,0.07939037,0.0052919444,0.0029089411,0.004202623,17.222876,12.7794075,203.83217,41.175533,2.4092767,2.50199,5.207377,4.850598,4.4032383,3.692205,9.313735,1.5202435,0.702751,0.043156084,0.50842047,0.024668075,0.57817423,0.691284,0.37072122,0.7788546,20.586975,19.35661,18.268366,17.789326
155,2528737101953965882,1.8620214,0.70081806,2.5497932,0.9088421,0.58245087,0.88277435,0.45811653,0.5534954,5.719314,3.3018649,6.0187974,2.7278645,0.08163265,0.35416666,0.09195402,0.15517241,0.0,0.0,0.0,0.0,0.24983287,0.22165038,0.2518996,0.28220138,1.9226376,0.46964842,0.9902574,0.66103673,1.2202671e+08,5.81532e+06,1.6930594e+07,4.6899005e+06,0.0011096991,0.0005408945,0.0008875087,0.00058823655,9.268444,-0.929816,41.633934,0.9909239,0.9777795,0.30011478,0.76360244,0.36605144,9637.508,1082.7656,10443.953,1386.2344,21.251694,20.03974,19.14652,18.429935,0.03346557,0.023269508,0.029794725,0.024255777,20.921732,19.848625,19.12642,18.306942,0.10671234,0.22934341,0.23314285,0.25835228,0.6122449,0.1875,0.5632184,0.12068965,2.478262,0.35705248,0.7888263,0.93877554,0.9411583,0.17228895,0.18740126,0.7083333,4.460125,0.3129175,0.0,0.9885057,0.85359955,0.20946077,0.36853075,0.7586207,3.5510025,1.1084118,4.4289627,1.4225483,0.106751084,0.06545013,0.05683268,0.079319574,407.99667,1230.2181,3411.2031,5271.747,12.647518,29.765251,50.871197,58.28543,2.7988648,0.7937403,5.4370914,1.2548711,0.71120006,0.46631488,0.5704653,0.4470324,0.7302137,0.86197865,0.8717992,0.81071925,21.021362,20.053734,19.075687,18.391356
156,2528737101957706613,2.097416,0.75807095,2.4596443,1.0064697,0.52877235,0.93553925,0.43088722,0.5992241,5.740071,3.0689468,5.5345025,3.0237908,0.083333336,0.375,0.11494253,0.15517241,0.0,0.0,0.0,0.0,0.25800067,0.21398638,0.24904649,0.27781564,2.0199203,0.56398857,0.995485,0.679469,1.450077e+08,8.738414e+06,1.704732e+07,4.0527745e+06,0.0011237948,0.00060587924,0.0008326156,0.00075413653,15.765765,-1.1420856,38.15742,1.1317878,1.0226334,0.34137177,0.74467564,0.3809691,10515.656,1759.6719,10074.703,1495.0977,21.300924,20.151363,19.240458,18.523857,0.03370812,0.024628341,0.028858405,0.027463814,21.054914,19.918884,19.212843,18.397758,0.18921566,0.25244808,0.22160912,0.30035877,0.5416667,0.16666667,0.55172414,0.13793103,3.027399,0.34608078,1.1288612,0.9583333,0.9909382,0.18043719,0.17075208,0.6875,4.251684,0.3189109,0.0,0.9885057,1.031086,0.2467116,0.415074,0.79310346,3.9454918,1.1758537,4.2304306,1.5527802,0.06726858,0.06998849,0.061095122,0.08796219,372.4345,1208.6876,2997.6907,5174.8955,12.514637,29.720394,46.886868,58.614567,3.5976489,0.6735783,5.1180015,1.314688,0.7180142,0.49629465,0.5552489,0.5087358,0.69977635,0.8608151,0.85236514,0.8179368,21.115961,20.149357,19.16916,18.44309
